DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,350,53,545,1,623,90.10370949945846,59.21591761603788,473.68037288450364
20240728,571,53,26,15,303,21.126285296717548,37.857938596374325,244.01577610690813
20240728,321,53,531,15,916,98.71943938994137,121.78012068021746,695.5004399298411
20240728,113,53,830,19,939,111.18475581531587,134.82326000014177,692.9919841845424
20240728,126,53,910,11,186,21.013881003640986,19.535632269139914,145.4504867272191
20240728,570,53,966,3,252,23.72500598727057,25.614274875199886,202.66071913752955
20240728,412,53,279,7,851,101.01771947156172,67.44391308092636,682.538367447512
20240728,118,53,673,4,769,104.83741135422397,106.84404896639018,557.3185396793858
20240728,147,53,196,17,345,47.927736004912035,27.763490544842846,269.3087734502451
20240728,39,53,438,11,953,79.61855098960373,115.24706543062865,758.1343835797676
20240728,328,53,616,1,755,107.38836222133708,68.96840886172959,578.6432289169334
20240728,848,53,220,6,821,71.45179278710958,120.63268568345111,628.9155215294393
20240728,384,53,755,14,895,39.901725922721845,78.09292358386314,777.005350493415
20240728,412,53,924,2,341,22.13548087172574,37.65008314635575,281.21443598191854
20240728,791,53,78,10,348,36.79842137164088,36.53812979271773,274.66344883564136
20240728,228,53,661,18,365,42.532999669744946,37.42042551227597,285.0465748179791
20240728,649,53,21,12,239,24.9390672258543,26.328336086102137,187.73259668804357
20240728,409,53,382,19,359,20.125108299084363,52.04483324046878,286.8300584604468
20240728,27,53,661,1,833,96.83445633700192,116.47334655195972,619.6921971110384
20240728,98,53,126,17,724,17.210108180279104,106.70398806023081,600.0859037594901
20240728,151,53,81,19,642,23.415055085371172,69.25623046242727,549.3287144522016
20240728,506,53,303,16,730,91.71907677229899,41.21961260136182,597.0613106263393
20240728,880,53,49,14,843,105.5463522583213,125.98999385269462,611.463653888984
20240728,636,53,90,20,663,35.615173708549236,51.967026262831226,575.4178000286196
20240728,621,53,328,15,664,62.48143018061604,97.32540460762546,504.19316521175847
20240728,132,53,750,4,603,20.423120156783224,76.26498625685957,506.3118935863572
20240728,952,53,216,19,414,33.88140635997404,27.990995239684555,352.1275984003414
20240728,588,53,705,5,735,17.836178903226788,94.10292988461366,623.0608912121595
20240728,957,53,349,6,481,65.74422487728918,61.696718101021865,353.55905702168894
20240728,510,53,844,13,435,42.05383754902116,40.45222998250426,352.49393246847455
20240728,527,53,699,3,242,10.22363490192222,22.16540758299029,209.61095751508748
20240728,902,53,717,11,305,26.491696119680164,28.955646558472374,249.55265732184745
20240728,167,53,558,9,150,8.726837496638355,13.975238037476036,127.29792446588561
20240728,705,53,624,6,753,24.658884031271224,64.29120438191816,664.0499115868106
20240728,441,53,983,20,753,54.998643734235,53.61132407254872,644.3900321932163
20240728,405,53,359,3,533,71.3212452447175,53.11321235197561,408.5655424033069
20240728,137,53,307,20,563,52.43918057171145,53.69843181000594,456.8623876182826
20240728,48,53,594,1,699,70.02426067954652,37.36553790169187,591.6102014187616
20240728,265,53,920,4,806,59.93956483375974,58.78404405303216,687.2763911132081
20240728,320,53,507,6,916,96.39525930763436,57.19395958154986,762.4107811108158
20240728,264,53,334,18,780,17.04947568171439,59.92508472147975,703.0254395968059
20240728,928,53,873,20,926,114.45430206273683,75.25989686532505,736.2858010719381
20240728,605,53,180,16,603,17.866040047675742,86.38630460133099,498.7476553509933
20240728,16,53,862,5,831,26.16385165575729,89.35977934766753,715.4763689965752
20240728,352,53,749,13,901,73.78439501479488,95.89062228706719,731.324982698138
20240728,557,53,285,10,195,11.386402509425796,19.993991342727384,163.6196061478468
20240728,754,53,231,6,589,50.56996994506129,71.68726656684092,466.7427634880978
20240728,61,53,622,4,596,88.98303866029282,36.8353837367326,470.1815776029746
20240728,608,53,579,4,509,19.96485540511195,65.05572270107723,423.9794218938108
20240728,652,53,163,5,400,19.17866955106131,37.75815283641325,343.06317761252546
20240728,506,53,634,12,890,64.4215882925674,65.23188168760908,760.3465300198235
20240728,695,53,405,18,549,33.910179057267065,80.63876762654552,434.4510533161874
20240728,290,53,940,18,673,55.84269928122657,94.91222123005015,522.2450794887233
20240728,10,53,931,10,736,48.78630392166229,98.2138389197634,588.9998571585743
20240728,984,53,698,2,438,25.271990551418213,31.93009855524378,380.797910893338
20240728,12,53,613,4,324,43.576661733358485,23.53412499942837,256.8892132672131
20240728,547,53,13,9,368,30.22235910078241,36.63132515920159,301.146315740016
20240728,165,53,712,9,474,43.26686280458418,48.727946587345755,382.00519060807005
20240728,749,53,581,12,955,49.88090440431927,68.13504736553972,836.9840482301411
20240728,222,53,411,12,365,15.590454004363323,24.109011572900165,325.3005344227365
20240728,339,53,407,15,646,76.08754176427469,32.40808108768875,537.5043771480366
20240728,854,53,475,20,448,20.26937280843641,62.80057354556635,364.93005364599725
20240728,362,53,829,9,120,2.6583801912995955,10.843219030374016,106.49840077832638
20240728,354,53,326,5,515,14.43797290494287,32.36070181699359,468.20132527806356
20240728,388,53,499,6,847,121.40463655275637,94.99898167385204,630.5963817733916
20240728,708,53,474,16,703,67.489881183554,73.64329991192218,561.8668189045238
20240728,126,53,924,19,244,10.34534645073871,23.079804984779464,210.57484856448184
20240728,136,53,539,1,887,89.37888784226485,130.81166131563054,666.8094508421046
20240728,608,53,180,10,334,24.57507577279141,33.3484622343271,276.0764619928815
20240728,7,53,752,12,420,12.035732587811447,41.62647098962401,366.33779642256457
20240728,36,53,954,9,527,61.657106893303585,33.52109626578445,431.82179684091193
20240728,709,53,292,13,706,50.166503875519574,37.82757788162003,618.0059182428604
20240728,510,53,237,14,984,96.44302845521058,66.29446905943122,821.2625024853583
20240728,744,53,233,18,687,95.29415993976744,73.75593095538945,517.9499091048431
20240728,429,53,278,16,492,24.350818404264324,38.84515720552715,428.8040243902085
20240728,420,53,473,1,184,13.657586239865312,26.929628362186108,143.4127853979486
20240728,599,53,774,18,481,13.480452782841319,57.093415420042504,410.42613179711617
20240728,150,53,149,12,474,69.00899624450922,49.643170086737925,355.34783366875286
20240728,670,53,390,12,377,22.65883089945556,36.869120588332855,317.4720485122116
20240728,903,53,333,3,277,20.305462707980116,27.077760252488485,229.6167770395314
20240728,231,53,900,8,975,106.22118785976738,98.97212009346646,769.8066920467661
20240728,904,53,72,5,943,139.89556951904552,109.5597741099049,693.5446563710495
20240728,648,53,119,14,453,41.99929262804489,41.83357633198337,369.16713103997176
20240728,983,53,198,18,894,42.33928428575715,76.76796587803108,774.8927498362118
20240728,759,53,1,6,703,92.89121258533838,58.81736036671356,551.291427047948
20240728,143,53,822,2,802,111.44994395500704,49.3010265066833,641.2490295383096
20240728,235,53,656,16,934,119.46316502959198,108.60736743799096,705.929467532417
20240728,15,53,686,4,206,29.050031995590423,15.271547416417414,161.67842058799215
20240728,808,53,691,15,181,10.547247696097521,15.673660818586661,154.7790914853158
20240728,28,53,807,13,111,2.76897390245372,11.773151956760813,96.45787414078546
20240728,666,53,370,3,130,4.125634395720703,8.688443411678083,117.18592219260121
20240728,230,53,139,12,952,134.2341602922466,82.37667443229606,735.3891652754573
20240728,875,53,807,7,733,46.452889191833215,48.68997702440625,637.8571337837606
20240728,807,53,476,11,826,23.203116865569704,108.93145575550521,693.8654273789251
20240728,261,53,296,8,636,90.74358704117257,38.373484976037204,506.8829279827902
20240728,768,53,825,12,332,40.80290086901693,45.96904022530012,245.22805890568296
20240728,652,53,636,12,471,37.28862561475712,67.32104761609384,366.39032676914906
20240728,366,53,845,12,212,24.469561849219325,22.113170711641086,165.4172674391396
20240728,330,53,246,3,246,21.001499346913054,19.411290782692436,205.5872098703945
20240728,917,53,339,5,586,18.119716530151713,31.55816964167526,536.3221138281731
20240728,421,53,55,3,312,17.617669835504678,25.296646632093037,269.0856835324023
20240728,708,53,416,12,268,30.91049592184767,32.85608963316771,204.23341444498462
20240728,574,53,206,9,372,37.18200439499123,27.93637159793112,306.8816240070777
20240728,849,53,346,11,855,85.16660539482032,122.65797733338978,647.1754172717899
20240728,27,53,945,3,319,13.768645959058357,38.43445935326462,266.796894687677
20240728,921,53,642,8,893,132.49067682256265,97.52183940925737,662.98748376818
20240728,229,53,846,11,639,15.269101246373069,58.504177215377545,565.2267215382494
20240728,603,53,349,2,171,6.085152138026464,13.573177786459185,151.34167007551434
20240728,41,53,535,20,118,12.136744289153945,8.944800804007183,96.91845490683887
20240728,365,53,363,5,938,67.64442024486759,56.178472154852784,814.1771076002797
20240728,288,53,296,15,707,83.0289472072304,95.3458887051316,528.625164087638
20240728,468,53,695,12,113,9.845703531492893,14.540285776239273,88.61401069226784
20240728,569,53,306,19,931,62.44142080209776,85.95554271579687,782.6030364821054
20240728,915,53,698,12,668,71.07933433667296,56.54966718873059,540.3709984745965
20240728,855,53,795,13,490,15.537494561076377,55.04270275779668,419.41980268112695
20240728,571,53,859,13,249,21.00022150222798,22.06135780779766,205.93842068997435
20240728,723,53,4,17,962,41.92852958072916,135.73248016010976,784.338990259161
20240728,425,53,221,20,755,22.21748493380603,61.41436851742933,671.3681465487647
20240728,54,53,461,6,949,80.34228248258826,112.17742467195289,756.4802928454588
20240728,37,53,819,12,690,66.25293783497119,66.66083389439154,557.0862282706373
20240728,901,53,397,2,534,48.019692146051206,32.269172305492496,453.7111355484563
20240728,61,53,136,8,602,71.41040280943685,70.32624205267948,460.26335513788365
20240728,507,53,765,2,426,57.28610777993675,28.05818496978135,340.6557072502819
20240728,85,53,948,14,958,19.393774146705194,75.89130653830941,862.7149193149854
20240728,819,53,919,11,331,43.13774486106809,42.95365153245362,244.9086036064783
20240728,96,53,588,17,594,24.16378827069478,66.55963579001842,503.2765759392868
20240728,966,53,204,9,526,40.882866765981014,44.81296110372952,440.30417213028943
20240728,933,53,307,11,117,15.861369970511978,14.246922167302252,86.89170786218577
20240728,975,53,396,1,337,22.965615254620296,28.89086952029543,285.1435152250843
20240728,825,53,83,8,471,29.827165306994534,28.247259643758266,412.9255750492472
20240728,701,53,793,9,450,59.65267451984786,55.665511081498394,334.6818143986537
20240728,808,53,174,16,839,24.63099511626996,125.12558505106054,689.2434198326695
20240728,228,53,358,17,907,108.29058393155724,52.96396800087095,745.7454480675718
20240728,552,53,403,10,407,49.25093699519681,35.30810514960231,322.44095785520085
20240728,324,53,65,8,808,89.22818346591718,81.67803759983353,637.0937789342493
20240728,335,53,346,9,584,33.79895546681109,77.94661069645645,472.25443383673246
20240728,246,53,111,3,908,83.378945433735,104.2838853646874,720.3371692015776
20240728,614,53,959,20,395,20.14525135856717,32.323232927024904,342.53151571440793
20240728,543,53,83,15,673,47.07274016281687,69.24481010437617,556.682449732807
20240728,788,53,653,14,689,88.93503353781755,63.53169977741698,536.5332666847655
20240728,72,53,283,18,165,22.77176564479409,9.836707380375723,132.39152697483019
20240728,301,53,758,8,610,76.85752872057158,43.638765086972484,489.5037061924559
20240728,667,53,211,18,900,68.26649207390477,57.07146937534308,774.6620385507522
20240728,135,53,513,16,534,77.18274260342521,76.00235588641046,380.8149015101643
20240728,764,53,176,3,204,5.644568952134496,21.099867108454262,177.25556393941125
20240728,669,53,170,18,812,55.3306767604112,73.91113012788948,682.7581931116993
20240728,839,53,939,14,326,47.368012337064776,43.64737917129147,234.98460849164377
20240728,544,53,499,19,786,38.80793020850834,92.51196151748775,654.6801082740039
20240728,388,53,906,19,273,27.853870462632113,16.223372184609662,228.92275735275823
20240728,818,53,115,7,849,92.72086294802713,89.77298065718612,666.5061563947868
20240728,282,53,622,9,136,15.606361450564732,14.514270056479699,105.87936849295556
20240728,602,53,817,14,343,12.086877017930721,27.77831702492881,303.1348059571405
20240728,911,53,654,18,815,80.3395658330028,64.16614618620788,670.4942879807893
20240728,961,53,324,5,908,24.08375174936057,134.39028391816927,749.5259643324702
20240728,603,53,399,11,385,51.60777659382083,55.94871200535532,277.44351140082387
20240728,520,53,422,7,185,7.771288022941643,27.69512931691482,149.53358266014354
20240728,220,53,512,1,492,37.349294254065725,69.31982567919485,385.33088006673944
20240728,317,53,753,13,162,9.55637169411537,14.369170115197063,138.07445819068755
20240728,375,53,148,1,262,15.520830945329406,16.566267242914797,229.9129018117558
20240728,289,53,166,18,632,22.9199525040733,69.00463560038897,540.0754118955377
20240728,465,53,47,7,814,41.44354804828268,42.05857886732033,730.497873084397
20240728,712,53,227,3,424,58.83133906589447,36.83800686982134,328.3306540642842
20240728,399,53,589,16,330,49.27825864750842,26.098029484690247,254.62371186780132
20240728,775,53,452,4,820,103.80415706399812,45.629284907974395,670.5665580280274
20240728,360,53,600,12,575,85.29112532523689,40.54606255019135,449.16281212457176
20240728,76,53,806,8,933,22.90602290461141,122.86399641567826,787.2299806797104
20240728,150,53,695,18,525,40.54767071939954,73.58593766368203,410.86639161691846
20240728,431,53,927,4,521,60.313767140249695,32.37363065103835,428.31260220871195
20240728,856,53,41,15,154,19.188618241935018,12.297177460626441,122.51420429743854
20240728,941,53,593,14,585,13.526454341254844,79.12768603821824,492.3458596205269
20240728,294,53,472,2,936,127.58449836271717,86.1367607621338,722.278740875149
20240728,776,53,570,3,429,27.865563780848234,46.5653295113469,354.56910670780485
20240728,37,53,740,2,550,62.26854955122772,35.67970893851009,452.0517415102622
20240728,560,53,988,12,909,124.28514944779232,87.02045038606627,697.6944001661413
20240728,163,53,652,6,757,35.63669449245945,57.01953457890716,664.3437709286334
20240728,78,53,337,12,737,94.74581071863967,80.78442008709872,561.4697691942616
20240728,440,53,728,5,824,32.628994551410194,55.13449453263071,736.2365109159591
20240728,433,53,932,2,982,128.64425156176094,89.72510601678495,763.6306424214541
20240728,339,53,55,5,354,29.165526491805565,39.000460790598105,285.83401271759635
20240728,545,53,726,13,349,41.622520950262384,51.85413104307236,255.52334800666526
20240728,55,53,77,2,941,94.10342680215865,73.95161646772505,772.9449567301162
20240728,788,53,717,15,153,8.273166224528884,14.962147447122357,129.76468632834877
20240728,562,53,822,2,335,27.819109982584596,26.81095350853197,280.3699365088834
20240728,328,53,111,17,962,132.9463744147211,131.52367062894294,697.5299549563359
20240728,699,53,314,11,968,104.53925830451469,76.66551220564209,786.7952294898432
20240728,337,53,945,4,324,30.772325216209733,38.50414237221533,254.72353241157492
20240728,762,53,111,11,267,35.09744594759238,20.003632805492835,211.8989212469148
20240728,13,53,133,19,355,46.44199054293612,28.024578572728043,280.53343088433587
20240728,674,53,862,7,754,53.488346116969026,81.0126761195518,619.4989777634792
20240728,216,53,225,17,896,83.93779200090238,133.2547216687991,678.8074863302985
20240728,923,53,224,17,536,26.11475491745444,72.52472631540381,437.36051876714174
20240728,501,53,797,9,325,48.74124195172757,19.51029725096988,256.7484607973025
20240728,3,53,939,12,363,25.366010682743305,21.37181960549296,316.2621697117637
20240728,899,53,353,6,676,39.40476336122011,83.17644569258384,553.418790946196
20240728,505,53,963,15,145,11.299664317847194,9.61558600437997,124.08474967777283
20240728,41,53,818,5,575,27.992988179992285,70.38602037227245,476.62099144773526
20240728,655,53,942,17,989,106.14962827907245,110.20335110025712,772.6470206206704
20240728,184,53,465,14,889,98.36227971968668,114.62263656536808,676.0150837149453
20240728,384,53,657,12,952,137.05755305820426,135.62458404662007,679.3178628951757
20240728,993,53,191,10,718,107.09954403201239,70.6493807902738,540.2510751777138
20240728,340,53,905,7,118,2.4938189764209557,16.219434043338843,99.2867469802402
20240728,846,53,887,3,427,51.41161412904616,22.061154596220376,353.5272312747335
20240728,856,53,787,12,674,57.7319274553307,44.79451120817585,571.4735613364935
20240728,731,53,559,3,976,44.757021806811544,108.82691477072335,822.4160634224651
20240728,14,53,810,1,593,21.7096508943669,46.429823158198715,524.8605259474343
20240728,797,53,591,13,296,34.05524300322074,25.544439231583862,236.40031776519538
20240728,525,53,393,19,689,69.47807281735936,101.98742681664115,517.5345003659995
20240728,356,53,634,12,435,50.828673591743744,37.25417757317732,346.91714883507893
20240728,361,53,921,16,619,44.65650432787932,75.52332934063736,498.82016633148334
20240728,236,53,241,17,287,34.50273736725891,18.4661073842986,234.03115524844247
20240728,358,53,618,12,400,35.55229938789481,41.70635274637894,322.74134786572625
20240728,374,53,648,4,330,24.48225677251416,16.818624682245076,288.69911854524076
20240728,168,53,950,5,563,60.791169243073384,45.19090515680789,457.0179256001187
20240728,629,53,780,2,824,74.23380894888534,68.02195561041553,681.7442354406992
20240728,746,53,69,11,372,30.96063942344537,38.583347661564524,302.4560129149901
20240728,257,53,802,9,683,84.04850135346885,42.958996506000844,555.9925021405303
20240728,539,53,825,18,790,76.17612796460922,70.49695109951989,643.3269209358709
20240728,936,53,448,5,611,26.297600435364366,68.95898847366551,515.7434110909701
20240728,124,53,160,15,719,35.384155559041005,89.19657135985754,594.4192730811014
20240728,311,53,671,4,618,77.58297677146768,48.06143510416783,492.3555881243645
20240728,692,53,187,7,403,46.37720850535419,45.34818340434346,311.27460809030237
20240728,850,53,992,14,481,14.459176736993665,41.25440323820618,425.2864200248001
20240728,677,53,187,13,473,26.247936035941365,40.73090310192258,406.02116086213607
20240728,442,53,111,13,506,47.960847262694095,38.75297076606385,419.28618197124206
20240728,53,53,226,2,836,81.15983907334301,52.03784546640995,702.802315460247
20240728,680,53,512,17,629,45.9969576412131,91.29100753962241,491.7120348191645
20240728,27,53,704,17,222,33.004125241298006,17.439107342620225,171.55676741608175
20240728,551,53,760,9,685,29.45543508339305,99.62561994052835,555.9189449760786
20240728,418,53,348,13,337,20.47469941966369,49.19108732312554,267.33421325721076
20240728,706,53,895,9,828,60.571882732086266,82.44688428541808,684.9812329824956
20240728,392,53,977,9,719,97.18646890770985,97.83048178417235,523.9830493081179
20240728,537,53,634,12,468,30.43602601462455,30.648660267591755,406.9153137177837
20240728,220,53,905,6,788,106.18224163680443,56.322578226198104,625.4951801369975
20240728,499,53,664,17,702,101.07860101347295,36.82827515690444,564.0931238296226
20240728,421,53,11,20,329,36.0375541868731,42.57770737224643,250.38473844088048
20240728,976,53,529,11,883,63.61373937253916,102.34311282820937,717.0431477992515
20240728,638,53,837,18,919,82.72377558286807,118.82831634119144,717.4479080759405
20240728,122,53,806,6,844,46.07920715605008,65.61320194759945,732.3075908963505
20240728,487,53,818,2,741,60.44619667646869,98.46589135896248,582.0879119645688
20240728,538,53,910,8,187,13.732812657443656,17.743406974018587,155.52378036853776
20240728,115,53,861,17,250,10.16601289430602,24.954660102303972,214.87932700339002
20240728,488,53,292,9,433,59.75259162659337,58.613676761668145,314.6337316117385
20240728,660,53,967,20,834,95.2003293180671,54.1079886552299,684.691682026703
20240728,646,53,914,11,458,45.992273120284544,23.625804003946534,388.3819228757689
20240728,789,53,306,15,222,19.104512620170176,12.547497733375447,190.34798964645438
20240728,318,53,569,17,727,19.8186182425467,67.0408538366571,640.1405279207962
20240728,944,53,203,20,387,36.7363942354793,34.83264941631422,315.43095634820645
20240728,545,53,33,1,459,65.86754616064255,60.1553157743897,332.9771380649678
20240728,390,53,585,2,708,104.16602847347646,38.7068885973202,565.1270829292033
20240728,501,53,702,10,718,90.88123059794088,105.9708904207198,521.1478789813393
20240728,144,53,90,14,659,48.78315727112012,43.7105759797686,566.5062667491113
20240728,404,53,330,14,538,59.04643799307702,50.65979123733082,428.29377076959213
20240728,82,53,93,18,613,22.57571700913915,59.170292946722846,531.253990044138
20240728,136,53,770,17,640,21.938004385510173,49.53172272735242,568.5302728871375
20240728,974,53,126,17,445,32.5649839863215,35.625634466052524,376.809381547626
20240728,644,53,877,12,852,79.39553440707654,81.79338133663987,690.8110842562836
20240728,814,53,523,6,327,44.787929586907886,42.17308904523488,240.03898136785722
20240728,522,53,310,11,550,77.71989753048818,64.4364257512523,407.84367671825953
20240728,334,53,24,13,179,13.719762068838937,14.699568363631425,150.58066956752964
20240728,766,53,524,13,162,20.843343684106927,20.57331908655333,120.58333722933975
20240728,202,53,181,11,169,22.132259671041297,19.349848274769098,127.5178920541896
20240728,61,53,239,19,339,47.39959532439102,29.561768575874684,262.0386360997343
20240728,180,53,141,7,172,19.29008602384576,11.702133134673891,141.00778084148035
20240728,202,53,252,2,957,40.10437268489066,129.8234407556241,787.0721865594853
20240728,760,53,663,17,1000,144.6387041374006,141.49096800727972,713.8703278553197
20240728,956,53,480,2,448,15.91663745958696,54.66253442931061,377.4208281111024
20240728,533,53,189,1,736,46.64499648403745,59.04487724822343,630.3101262677392
20240728,69,53,619,2,332,24.473088347962154,22.12158821688148,285.40532343515633
20240728,319,53,919,1,755,17.15225527164379,77.00030262060338,660.8474421077528
20240728,849,53,12,20,625,39.35358470019349,92.43670997248189,493.2097053273246
20240728,329,53,944,5,495,73.14351801642898,42.81340749736825,379.0430744862027
20240728,426,53,825,14,179,24.221791724302342,19.865065571774778,134.9131427039229
20240728,689,53,265,14,579,30.27542417432345,34.93742865258584,513.7871471730907
20240728,946,53,830,5,809,24.629551813691386,74.94596542458127,709.4244827617274
20240728,717,53,2,18,243,25.6378214865597,34.7668175879488,182.5953609254915
20240728,912,53,964,12,402,35.319339016112345,43.25091931445799,323.42974166942963
20240728,375,53,264,15,361,50.92774549956012,29.68307852150289,280.389175978937
20240728,695,53,550,6,212,10.196110626770368,24.789508795465608,177.01438057776403
20240728,837,53,375,8,916,49.927713931508826,64.45363630367572,801.6186497648155
20240728,779,53,534,16,653,59.095536057756036,97.91722771466684,495.9872362275771
20240728,306,53,343,9,631,67.80901105459179,73.9726557784372,489.218333166971
20240728,357,53,607,11,367,51.82430791389917,46.553933699512875,268.62175838658794
20240728,497,53,194,6,319,18.3203416362157,45.85234777940721,254.82731058437707
20240728,346,53,677,9,685,57.505309930401594,43.1576483295689,584.3370417400295
20240728,723,53,282,6,314,39.19034077972098,19.31858820319598,255.49107101708304
20240728,869,53,395,13,377,42.117161231877645,45.31517155008849,289.5676672180339
20240728,938,53,28,8,105,2.672125092615206,11.582075952231074,90.74579895515372
20240728,234,53,789,16,525,51.41409314834224,57.11684282426319,416.46906402739455
20240728,736,53,927,14,597,23.716831990114766,77.03910730393159,496.24406070595364
20240728,777,53,483,9,265,14.477661006074822,23.15463448818847,227.3677045057367
20240728,81,53,866,18,358,26.313001923537417,34.485133206394316,297.2018648700683
20240728,297,53,37,2,328,26.503635000722088,41.11987398077619,260.3764910185017
20240728,483,53,229,9,189,14.72558249420867,12.286086455260005,161.98833105053131
20240728,362,53,975,14,285,8.856238145964003,31.91116630899224,244.23259554504375
20240728,696,53,740,4,555,53.72235142726546,73.49937560322071,427.77827296951386
20240728,658,53,419,6,135,18.162589191894124,7.393175598047284,109.4442352100586
20240728,98,53,983,8,626,65.95456678550683,64.08793883466832,495.9574943798249
20240728,823,53,860,8,955,40.60298667905643,136.26760723041446,778.1294060905291
20240728,967,53,274,19,521,58.52283448081338,61.925630996428076,400.5515345227585
20240728,270,53,62,18,168,23.774394443507695,14.000232448326374,130.22537310816594
20240728,545,53,869,4,822,69.46787926598003,114.8344534241994,637.6976673098206
20240728,689,53,981,18,318,30.63448375116086,22.928702295045987,264.43681395379315
20240728,109,53,317,7,418,55.59463265999025,26.81417010036076,335.591197239649
20240728,763,53,11,8,959,103.78925748306075,132.20250741720344,723.0082350997359
20240728,547,53,915,12,905,95.22022364104615,85.0007460764804,724.7790302824735
20240728,846,53,830,9,650,35.29306731228956,65.77608673939693,548.9308459483135
