DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,110,20,663,17,398,15.636466122443105,37.04560611763141,345.3179277599255
20240728,49,20,589,13,210,21.146357298619574,14.204389577898635,174.6492531234818
20240728,351,20,49,19,382,41.205509125015965,24.28576083235445,316.5087300426296
20240728,821,20,591,19,553,78.44287474024907,33.32653043334743,441.2305948264035
20240728,802,20,263,12,971,82.01147388574317,49.019047632651336,839.9694784816055
20240728,304,20,339,1,930,34.035742230713694,56.758128347791924,839.2061294214943
20240728,844,20,484,7,724,21.474246700531907,65.5524243783182,636.9733289211499
20240728,811,20,680,9,212,27.072461084842224,31.320468823481367,153.6070700916764
20240728,420,20,316,19,171,6.708215676582298,23.171719468289528,141.12006485512816
20240728,261,20,521,7,138,15.325282172940312,7.011395121057076,115.66332270600262
20240728,112,20,709,18,487,23.13850206152205,34.4862135808257,429.3752843576523
20240728,43,20,229,3,532,47.87449372218935,47.478161279629035,436.6473449981816
20240728,983,20,357,6,740,28.469842161453936,85.35750496485663,626.1726528736895
20240728,610,20,240,11,104,8.414174701641619,9.266196193927609,86.31962910443077
20240728,880,20,88,17,707,88.20061049113787,74.04072551699115,544.758663991871
20240728,111,20,466,18,870,18.75327893076121,52.428290663708594,798.8184304055302
20240728,278,20,681,5,472,56.880250603491575,25.26267664838228,389.85707274812614
20240728,417,20,17,18,879,117.32525785738581,58.45464718060239,703.2200949620118
20240728,331,20,455,20,226,27.136151957321175,22.312896699969343,176.55095134270948
20240728,825,20,997,20,920,95.31604066562076,124.51822468994364,700.1657346444356
20240728,958,20,101,15,782,34.09019528435548,62.14447859902675,685.7653261166178
20240728,960,20,758,15,469,54.252832755238224,69.40692617273498,345.3402410720268
20240728,181,20,709,5,321,45.772491925049465,17.55386808362209,257.67363999132846
20240728,783,20,14,3,824,23.204702632421753,88.77196882550216,712.0233285420761
20240728,240,20,371,1,322,13.415137845092978,20.829543812230078,287.75531834267696
20240728,773,20,327,17,453,39.84898799202713,33.95882540256798,379.1921866054049
20240728,68,20,202,18,853,127.1408649295173,97.38018580135895,628.4789492691237
20240728,78,20,966,8,987,141.62824085048896,133.18104900498446,712.1907101445265
20240728,335,20,912,12,278,14.582214317324864,27.928357804702095,235.48942787797304
20240728,646,20,841,18,450,39.95763798808943,28.71649650283091,381.3258655090797
20240728,502,20,907,1,530,70.70271338901829,29.21391346819154,430.08337314279015
20240728,241,20,452,2,193,21.764214185495398,14.551719708748692,156.6840661057559
